Region,Technology,Data Type,Year,Electricity statistics
World,Fossil fuels,Electricity Generation (GWh),2014,15882855.38
World,Fossil fuels,Electricity Generation (GWh),2015,16043923.55
World,Fossil fuels,Electricity Generation (GWh),2016,16263177.47
World,Fossil fuels,Electricity Generation (GWh),2017,16587570.59
World,Fossil fuels,Electricity Generation (GWh),2018,17062508.14
World,Fossil fuels,Electricity Generation (GWh),2019,17007863.91
World,Fossil fuels,Electricity Generation (GWh),2020,16574022.91
World,Fossil fuels,Electricity Generation (GWh),2021,17438973.96
World,Fossil fuels,Electricity Generation (GWh),2022,17599223.66
World,Fossil fuels,Electricity Generation (GWh),2023,-
World,Fossil fuels,Electricity Installed Capacity (MW),2000,2289990.94
World,Fossil fuels,Electricity Installed Capacity (MW),2001,2313301.12
World,Fossil fuels,Electricity Installed Capacity (MW),2002,2434129.45
World,Fossil fuels,Electricity Installed Capacity (MW),2003,2554781.33
World,Fossil fuels,Electricity Installed Capacity (MW),2004,2634710.24
World,Fossil fuels,Electricity Installed Capacity (MW),2005,2732705.63
World,Fossil fuels,Electricity Installed Capacity (MW),2006,2869233.64
World,Fossil fuels,Electricity Installed Capacity (MW),2007,2991439.01
World,Fossil fuels,Electricity Installed Capacity (MW),2008,3093842.63
World,Fossil fuels,Electricity Installed Capacity (MW),2009,3207015.83
World,Fossil fuels,Electricity Installed Capacity (MW),2010,3351853.87
World,Fossil fuels,Electricity Installed Capacity (MW),2011,3475526.8
World,Fossil fuels,Electricity Installed Capacity (MW),2012,3584325.18
World,Fossil fuels,Electricity Installed Capacity (MW),2013,3692805.23
World,Fossil fuels,Electricity Installed Capacity (MW),2014,3818630.67
World,Fossil fuels,Electricity Installed Capacity (MW),2015,3909853.05
World,Fossil fuels,Electricity Installed Capacity (MW),2016,4004451.42
World,Fossil fuels,Electricity Installed Capacity (MW),2017,4094479.91
World,Fossil fuels,Electricity Installed Capacity (MW),2018,4217789.3
World,Fossil fuels,Electricity Installed Capacity (MW),2019,4271415.01
World,Fossil fuels,Electricity Installed Capacity (MW),2020,4337977.47
World,Fossil fuels,Electricity Installed Capacity (MW),2021,4397544.88
World,Fossil fuels,Electricity Installed Capacity (MW),2022,4452037.9
World,Fossil fuels,Electricity Installed Capacity (MW),2023,4528065.11
World,Nuclear,Electricity Generation (GWh),2000,2588111.26
World,Nuclear,Electricity Generation (GWh),2001,2636315.59
World,Nuclear,Electricity Generation (GWh),2002,2661408.66
World,Nuclear,Electricity Generation (GWh),2003,2637711.64
World,Nuclear,Electricity Generation (GWh),2004,2740962.25
World,Nuclear,Electricity Generation (GWh),2005,2769058.1
World,Nuclear,Electricity Generation (GWh),2006,2791900.56
World,Nuclear,Electricity Generation (GWh),2007,2720120.59
World,Nuclear,Electricity Generation (GWh),2008,2734723.22
World,Nuclear,Electricity Generation (GWh),2009,2692627.33
World,Nuclear,Electricity Generation (GWh),2010,2750407.92
World,Nuclear,Electricity Generation (GWh),2011,2576728.78
World,Nuclear,Electricity Generation (GWh),2012,2460229.6
World,Nuclear,Electricity Generation (GWh),2013,2476945.64
World,Nuclear,Electricity Generation (GWh),2014,2533390.3
World,Nuclear,Electricity Generation (GWh),2015,2569723.7
World,Nuclear,Electricity Generation (GWh),2016,2605681.71
World,Nuclear,Electricity Generation (GWh),2017,2633425.72
World,Nuclear,Electricity Generation (GWh),2018,2708821.83
World,Nuclear,Electricity Generation (GWh),2019,2780489.34
World,Nuclear,Electricity Generation (GWh),2020,2679046.94
World,Nuclear,Electricity Generation (GWh),2021,2788686.26
World,Nuclear,Electricity Generation (GWh),2022,2676106.38
World,Nuclear,Electricity Generation (GWh),2023,-
World,Nuclear,Electricity Installed Capacity (MW),2000,358461.5
World,Nuclear,Electricity Installed Capacity (MW),2001,360322.4
World,Nuclear,Electricity Installed Capacity (MW),2002,366680.5
World,Nuclear,Electricity Installed Capacity (MW),2003,366526.36
World,Nuclear,Electricity Installed Capacity (MW),2004,373804.6
World,Nuclear,Electricity Installed Capacity (MW),2005,377973.54
World,Nuclear,Electricity Installed Capacity (MW),2006,378598.27
World,Nuclear,Electricity Installed Capacity (MW),2007,379782.2
World,Nuclear,Electricity Installed Capacity (MW),2008,378601.6
World,Nuclear,Electricity Installed Capacity (MW),2009,379947.4
World,Nuclear,Electricity Installed Capacity (MW),2010,381693.9
World,Nuclear,Electricity Installed Capacity (MW),2011,386417.3
World,Nuclear,Electricity Installed Capacity (MW),2012,378876.7
World,Nuclear,Electricity Installed Capacity (MW),2013,376876.8
World,Nuclear,Electricity Installed Capacity (MW),2014,383714.8
World,Nuclear,Electricity Installed Capacity (MW),2015,383390.5
World,Nuclear,Electricity Installed Capacity (MW),2016,398320.3
World,Nuclear,Electricity Installed Capacity (MW),2017,398748.93
World,Nuclear,Electricity Installed Capacity (MW),2018,405197.69
World,Nuclear,Electricity Installed Capacity (MW),2019,403681.79
World,Nuclear,Electricity Installed Capacity (MW),2020,398902.39
World,Nuclear,Electricity Installed Capacity (MW),2021,401077.88
World,Nuclear,Electricity Installed Capacity (MW),2022,399757.38
World,Nuclear,Electricity Installed Capacity (MW),2023,397807.1
World,Other non-renewable energy,Electricity Generation (GWh),2000,63449.36
World,Other non-renewable energy,Electricity Generation (GWh),2001,68151.93
World,Other non-renewable energy,Electricity Generation (GWh),2002,69789.71
World,Other non-renewable energy,Electricity Generation (GWh),2003,68614.98
World,Other non-renewable energy,Electricity Generation (GWh),2004,72074.34
World,Other non-renewable energy,Electricity Generation (GWh),2005,77213.11
World,Other non-renewable energy,Electricity Generation (GWh),2006,77840.63
World,Other non-renewable energy,Electricity Generation (GWh),2007,75173.61
World,Other non-renewable energy,Electricity Generation (GWh),2008,74551.69
World,Other non-renewable energy,Electricity Generation (GWh),2009,79673.77
World,Other non-renewable energy,Electricity Generation (GWh),2010,94536.79
World,Other non-renewable energy,Electricity Generation (GWh),2011,100611.77
World,Other non-renewable energy,Electricity Generation (GWh),2012,98125.89
World,Other non-renewable energy,Electricity Generation (GWh),2013,103052.66
World,Other non-renewable energy,Electricity Generation (GWh),2014,107262.83
World,Other non-renewable energy,Electricity Generation (GWh),2015,109794.15
World,Other non-renewable energy,Electricity Generation (GWh),2016,123170.89
World,Other non-renewable energy,Electricity Generation (GWh),2017,129658.58
World,Other non-renewable energy,Electricity Generation (GWh),2018,145452.96
World,Other non-renewable energy,Electricity Generation (GWh),2019,155254.94
World,Other non-renewable energy,Electricity Generation (GWh),2020,146134.28
World,Other non-renewable energy,Electricity Generation (GWh),2021,165630.92
World,Other non-renewable energy,Electricity Generation (GWh),2022,174706.76
World,Other non-renewable energy,Electricity Generation (GWh),2023,-
World,Other non-renewable energy,Electricity Installed Capacity (MW),2000,28015.83
World,Other non-renewable energy,Electricity Installed Capacity (MW),2001,26017.4
World,Other non-renewable energy,Electricity Installed Capacity (MW),2002,6431.34
World,Other non-renewable energy,Electricity Installed Capacity (MW),2003,7278.92
World,Other non-renewable energy,Electricity Installed Capacity (MW),2004,7606.97
World,Other non-renewable energy,Electricity Installed Capacity (MW),2005,8833.74
World,Other non-renewable energy,Electricity Installed Capacity (MW),2006,9295.32
World,Other non-renewable energy,Electricity Installed Capacity (MW),2007,9202.72
World,Other non-renewable energy,Electricity Installed Capacity (MW),2008,9382.97
World,Other non-renewable energy,Electricity Installed Capacity (MW),2009,9866.94
World,Other non-renewable energy,Electricity Installed Capacity (MW),2010,12932.8
World,Other non-renewable energy,Electricity Installed Capacity (MW),2011,12092.03
World,Other non-renewable energy,Electricity Installed Capacity (MW),2012,12886.96
World,Other non-renewable energy,Electricity Installed Capacity (MW),2013,14239.39
World,Other non-renewable energy,Electricity Installed Capacity (MW),2014,14960.15
World,Other non-renewable energy,Electricity Installed Capacity (MW),2015,14992.36
World,Other non-renewable energy,Electricity Installed Capacity (MW),2016,16078.96
World,Other non-renewable energy,Electricity Installed Capacity (MW),2017,17958.16
World,Other non-renewable energy,Electricity Installed Capacity (MW),2018,22197.7
World,Other non-renewable energy,Electricity Installed Capacity (MW),2019,24836.83
World,Other non-renewable energy,Electricity Installed Capacity (MW),2020,26136.33
World,Other non-renewable energy,Electricity Installed Capacity (MW),2021,29219.7
World,Other non-renewable energy,Electricity Installed Capacity (MW),2022,44772.8
World,Other non-renewable energy,Electricity Installed Capacity (MW),2023,45427.16
Africa,Total renewable,Electricity Generation (GWh),2000,78949.94
Africa,Total renewable,Electricity Generation (GWh),2001,85957.37
Africa,Total renewable,Electricity Generation (GWh),2002,84089.32
Africa,Total renewable,Electricity Generation (GWh),2003,86029.06
Africa,Total renewable,Electricity Generation (GWh),2004,91237.95
Africa,Total renewable,Electricity Generation (GWh),2005,98585.7
Africa,Total renewable,Electricity Generation (GWh),2006,100558.12
Africa,Total renewable,Electricity Generation (GWh),2007,99334.7
Africa,Total renewable,Electricity Generation (GWh),2008,103703
Africa,Total renewable,Electricity Generation (GWh),2009,110687.67
Africa,Total renewable,Electricity Generation (GWh),2010,115906.89
Africa,Total renewable,Electricity Generation (GWh),2011,117475.08
Africa,Total renewable,Electricity Generation (GWh),2012,120611.33
Africa,Total renewable,Electricity Generation (GWh),2013,127503.77
Africa,Total renewable,Electricity Generation (GWh),2014,134902.65
Africa,Total renewable,Electricity Generation (GWh),2015,137603.56
Africa,Total renewable,Electricity Generation (GWh),2016,138340.97
Africa,Total renewable,Electricity Generation (GWh),2017,148627.75
Africa,Total renewable,Electricity Generation (GWh),2018,161982.91
Africa,Total renewable,Electricity Generation (GWh),2019,173792.32
Africa,Total renewable,Electricity Generation (GWh),2020,184969.67
Africa,Total renewable,Electricity Generation (GWh),2021,197613.01
Africa,Total renewable,Electricity Generation (GWh),2022,204542.34
Africa,Total renewable,Electricity Generation (GWh),2023,-
Africa,Total renewable,Electricity Installed Capacity (MW),2000,21864.95
Africa,Total renewable,Electricity Installed Capacity (MW),2001,22020.05
Africa,Total renewable,Electricity Installed Capacity (MW),2002,22290.42
Africa,Total renewable,Electricity Installed Capacity (MW),2003,22687.22
Africa,Total renewable,Electricity Installed Capacity (MW),2004,22791.81
Africa,Total renewable,Electricity Installed Capacity (MW),2005,22910.38
Africa,Total renewable,Electricity Installed Capacity (MW),2006,22909.64
Africa,Total renewable,Electricity Installed Capacity (MW),2007,23276.14
Africa,Total renewable,Electricity Installed Capacity (MW),2008,23726.21
Africa,Total renewable,Electricity Installed Capacity (MW),2009,25828.15
Africa,Total renewable,Electricity Installed Capacity (MW),2010,26948.31
Africa,Total renewable,Electricity Installed Capacity (MW),2011,27390.24
Africa,Total renewable,Electricity Installed Capacity (MW),2012,28342.66
Africa,Total renewable,Electricity Installed Capacity (MW),2013,30589.14
Africa,Total renewable,Electricity Installed Capacity (MW),2014,32510.77
Africa,Total renewable,Electricity Installed Capacity (MW),2015,34769.77
Africa,Total renewable,Electricity Installed Capacity (MW),2016,37476.48
Africa,Total renewable,Electricity Installed Capacity (MW),2017,42869.13
Africa,Total renewable,Electricity Installed Capacity (MW),2018,48187.12
Africa,Total renewable,Electricity Installed Capacity (MW),2019,50309.99
Africa,Total renewable,Electricity Installed Capacity (MW),2020,53714.74
Africa,Total renewable,Electricity Installed Capacity (MW),2021,55610.77
Africa,Total renewable,Electricity Installed Capacity (MW),2022,59342.27
Africa,Total renewable,Electricity Installed Capacity (MW),2023,62065.78
Africa,Solar energy,Electricity Generation (GWh),2000,11.65
Africa,Solar energy,Electricity Generation (GWh),2001,14.78
Africa,Solar energy,Electricity Generation (GWh),2002,17.5
Africa,Solar energy,Electricity Generation (GWh),2003,20.93
Africa,Solar energy,Electricity Generation (GWh),2004,25.3
Africa,Solar energy,Electricity Generation (GWh),2005,30.6
Africa,Solar energy,Electricity Generation (GWh),2006,39.07
Africa,Solar energy,Electricity Generation (GWh),2007,48.29
Africa,Solar energy,Electricity Generation (GWh),2008,59.45
Africa,Solar energy,Electricity Generation (GWh),2009,83.88
Africa,Solar energy,Electricity Generation (GWh),2010,175.82
Africa,Solar energy,Electricity Generation (GWh),2011,598.64
Africa,Solar energy,Electricity Generation (GWh),2012,1054.82
Africa,Solar energy,Electricity Generation (GWh),2013,739.37
Africa,Solar energy,Electricity Generation (GWh),2014,2020.41
Africa,Solar energy,Electricity Generation (GWh),2015,3309.76
Africa,Solar energy,Electricity Generation (GWh),2016,5130.09
Africa,Solar energy,Electricity Generation (GWh),2017,7926.83
Africa,Solar energy,Electricity Generation (GWh),2018,10232.22
Africa,Solar energy,Electricity Generation (GWh),2019,13199.76
Africa,Solar energy,Electricity Generation (GWh),2020,17423.47
Africa,Solar energy,Electricity Generation (GWh),2021,21046.75
Africa,Solar energy,Electricity Generation (GWh),2022,22463.28
Africa,Solar energy,Electricity Generation (GWh),2023,-
